ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
01-01-2014,376370.5063,333275.2069,354909.8218,376370.5063,376370.5063,-31436.65356,-31436.65356,-31436.65356,-31436.65356,-31436.65356,-31436.65356,0,0,0,344933.8528
01-02-2014,377559.4284,333127.0038,353826.8222,377559.4284,377559.4284,-34877.64613,-34877.64613,-34877.64613,-34877.64613,-34877.64613,-34877.64613,0,0,0,342681.7823
01-03-2014,378633.2374,368394.0834,390030.5499,378633.2374,378633.2374,619.2613339,619.2613339,619.2613339,619.2613339,619.2613339,619.2613339,0,0,0,379252.4988
01-04-2014,379822.0974,363768.9254,384973.4431,379822.0974,379822.0974,-5371.685249,-5371.685249,-5371.685249,-5371.685249,-5371.685249,-5371.685249,0,0,0,374450.4121
01-05-2014,380972.607,382532.1785,403980.1792,380972.607,380972.607,11997.35571,11997.35571,11997.35571,11997.35571,11997.35571,11997.35571,0,0,0,392969.9627
01-06-2014,382161.467,374320.092,396054.8466,382161.467,382161.467,2693.455328,2693.455328,2693.455328,2693.455328,2693.455328,2693.455328,0,0,0,384854.9223
01-07-2014,383311.9766,374981.6333,396604.9271,383311.9766,383311.9766,2531.615663,2531.615663,2531.615663,2531.615663,2531.615663,2531.615663,0,0,0,385843.5923
01-08-2014,384500.8366,383267.0323,404481.9189,384500.8366,384500.8366,9370.163959,9370.163959,9370.163959,9370.163959,9370.163959,9370.163959,0,0,0,393871.0005
01-09-2014,385689.6965,361755.8627,381410.1992,385689.6965,385689.6965,-13405.615,-13405.615,-13405.615,-13405.615,-13405.615,-13405.615,0,0,0,372284.0815
01-10-2014,386840.2062,370696.9418,392239.0947,386840.2062,386840.2062,-5325.441963,-5325.441963,-5325.441963,-5325.441963,-5325.441963,-5325.441963,0,0,0,381514.7642
01-11-2014,388029.0661,377376.9174,399209.0404,388029.0661,388029.0661,541.0386953,541.0386953,541.0386953,541.0386953,541.0386953,541.0386953,0,0,0,388570.1048
01-12-2014,389179.5758,427756.3255,449137.4667,389179.5758,389179.5758,49413.16961,49413.16961,49413.16961,49413.16961,49413.16961,49413.16961,0,0,0,438592.7454
01-01-2015,390368.4357,347806.6507,368928.4498,390368.4357,390368.4357,-32060.92084,-32060.92084,-32060.92084,-32060.92084,-32060.92084,-32060.92084,0,0,0,358307.5149
01-02-2015,391557.2957,347619.8964,369826.3668,391557.2957,391557.2957,-32645.18796,-32645.18796,-32645.18796,-32645.18796,-32645.18796,-32645.18796,0,0,0,358912.1077
01-03-2015,392631.1047,380718.7599,401476.7086,392631.1047,392631.1047,-1132.763188,-1132.763188,-1132.763188,-1132.763188,-1132.763188,-1132.763188,0,0,0,391498.3415
01-04-2015,393819.9647,377103.1098,398555.4161,393819.9647,393819.9647,-6198.983224,-6198.983224,-6198.983224,-6198.983224,-6198.983224,-6198.983224,0,0,0,387620.9814
01-05-2015,394970.4743,397079.0429,418215.9927,394970.4743,394970.4743,12390.11104,12390.11104,12390.11104,12390.11104,12390.11104,12390.11104,0,0,0,407360.5853
01-06-2015,396159.3343,387748.9149,408242.1233,396159.3343,396159.3343,2553.875771,2553.875771,2553.875771,2553.875771,2553.875771,2553.875771,0,0,0,398713.21
01-07-2015,397309.8439,390370.6486,412038.6307,397309.8439,397309.8439,3353.818349,3353.818349,3353.818349,3353.818349,3353.818349,3353.818349,0,0,0,400663.6623
01-08-2015,398498.7039,397820.9962,419581.8605,398498.7039,398498.7039,10240.50698,10240.50698,10240.50698,10240.50698,10240.50698,10240.50698,0,0,0,408739.2109
01-09-2015,399687.5638,374434.3603,396414.9994,399687.5638,399687.5638,-14353.81543,-14353.81543,-14353.81543,-14353.81543,-14353.81543,-14353.81543,0,0,0,385333.7484
01-10-2015,400838.0735,384956.2275,406297.0125,400838.0735,400838.0735,-6050.677931,-6050.677931,-6050.677931,-6050.677931,-6050.677931,-6050.677931,0,0,0,394787.3955
01-11-2015,402026.9334,391660.2171,413420.3798,402026.9334,402026.9334,376.5228749,376.5228749,376.5228749,376.5228749,376.5228749,376.5228749,0,0,0,402403.4563
01-12-2015,403177.4431,442270.4589,464749.9075,403177.4431,403177.4431,50128.46508,50128.46508,50128.46508,50128.46508,50128.46508,50128.46508,0,0,0,453305.9081
01-01-2016,404366.303,360729.7067,382570.9409,404366.303,404366.303,-32652.88075,-32652.88075,-32652.88075,-32652.88075,-32652.88075,-32652.88075,0,0,0,371713.4223
01-02-2016,405555.163,364169.2765,386007.1408,405555.163,405555.163,-30416.53479,-30416.53479,-30416.53479,-30416.53479,-30416.53479,-30416.53479,0,0,0,375138.6282
01-03-2016,406667.3223,400055.3881,421559.8304,406667.3223,406667.3223,3992.42853,3992.42853,3992.42853,3992.42853,3992.42853,3992.42853,0,0,0,410659.7508
01-04-2016,407856.1823,393725.5919,414866.01,407856.1823,407856.1823,-3647.882424,-3647.882424,-3647.882424,-3647.882424,-3647.882424,-3647.882424,0,0,0,404208.2998
01-05-2016,409006.6919,410046.8837,431305.3745,409006.6919,409006.6919,11257.09572,11257.09572,11257.09572,11257.09572,11257.09572,11257.09572,0,0,0,420263.7876
01-06-2016,410195.5519,402580.3577,424078.5267,410195.5519,410195.5519,3021.67607,3021.67607,3021.67607,3021.67607,3021.67607,3021.67607,0,0,0,413217.2279
01-07-2016,411346.0615,402072.7973,423632.0684,411346.0615,411346.0615,911.5085697,911.5085697,911.5085697,911.5085697,911.5085697,911.5085697,0,0,0,412257.5701
01-08-2016,412534.9215,408715.938,430997.1313,412534.9215,412534.9215,7523.643943,7523.643943,7523.643943,7523.643943,7523.643943,7523.643943,0,0,0,420058.5654
01-09-2016,413723.7814,390910.4647,412797.5477,413723.7814,413723.7814,-11577.10423,-11577.10423,-11577.10423,-11577.10423,-11577.10423,-11577.10423,0,0,0,402146.6772
01-10-2016,414874.2911,400727.6185,422473.1302,414874.2911,414874.2911,-3839.55265,-3839.55265,-3839.55265,-3839.55265,-3839.55265,-3839.55265,0,0,0,411034.7384
01-11-2016,416063.151,406747.2591,428796.9377,416063.151,416063.151,959.6041291,959.6041291,959.6041291,959.6041291,959.6041291,959.6041291,0,0,0,417022.7552
01-12-2016,417213.6607,454516.944,476048.2999,417213.6607,417213.6607,47924.57757,47924.57757,47924.57757,47924.57757,47924.57757,47924.57757,0,0,0,465138.2382
01-01-2017,418402.5206,377262.7472,398103.2813,418402.5206,418402.5206,-30780.41966,-30780.41966,-30780.41966,-30780.41966,-30780.41966,-30780.41966,0,0,0,387622.101
01-02-2017,419591.3806,371897.8058,392566.7419,419591.3806,419591.3806,-37111.49723,-37111.49723,-37111.49723,-37111.49723,-37111.49723,-37111.49723,0,0,0,382479.8834
01-03-2017,420665.1896,412196.6189,434069.7473,420665.1896,420665.1896,2328.202597,2328.202597,2328.202597,2328.202597,2328.202597,2328.202597,0,0,0,422993.3922
01-04-2017,421854.0495,406841.8995,428680.7005,421854.0495,421854.0495,-4520.868005,-4520.868005,-4520.868005,-4520.868005,-4520.868005,-4520.868005,0,0,0,417333.1815
01-05-2017,423004.5592,423979.6777,445571.4774,423004.5592,423004.5592,11619.61789,11619.61789,11619.61789,11619.61789,11619.61789,11619.61789,0,0,0,434624.1771
01-06-2017,424193.4191,416035.3269,438196.0814,424193.4191,424193.4191,2849.348784,2849.348784,2849.348784,2849.348784,2849.348784,2849.348784,0,0,0,427042.7679
01-07-2017,425343.9288,415749.7974,437946.9007,425343.9288,425343.9288,1717.090429,1717.090429,1717.090429,1717.090429,1717.090429,1717.090429,0,0,0,427061.0192
01-08-2017,426532.7887,424176.7419,445549.4,426532.7887,426532.7887,8464.23051,8464.23051,8464.23051,8464.23051,8464.23051,8464.23051,0,0,0,434997.0193
01-09-2017,427721.6487,404220.0147,426321.0276,427721.6487,427721.6487,-12479.66924,-12479.66924,-12479.66924,-12479.66924,-12479.66924,-12479.66924,0,0,0,415241.9795
01-10-2017,428872.1583,413409.8812,435073.5212,428872.1583,428872.1583,-4588.031148,-4588.031148,-4588.031148,-4588.031148,-4588.031148,-4588.031148,0,0,0,424284.1272
01-11-2017,430061.0183,420181.3908,441423.3256,430061.0183,430061.0183,735.3933405,735.3933405,735.3933405,735.3933405,735.3933405,735.3933405,0,0,0,430796.4116
01-12-2017,431211.5279,470168.1233,491151.0627,431211.5279,431211.5279,48678.36745,48678.36745,48678.36745,48678.36745,48678.36745,48678.36745,0,0,0,479889.8954
01-01-2018,432400.3879,389892.7653,411492.7869,432400.3879,432400.3879,-31436.65356,-31436.65356,-31436.65356,-31436.65356,-31436.65356,-31436.65356,0,0,0,400963.7343
01-02-2018,433589.2479,389356.8469,409015.1261,433589.2479,433589.2479,-34877.64613,-34877.64613,-34877.64613,-34877.64613,-34877.64613,-34877.64613,0,0,0,398711.6017
01-03-2018,434663.0569,424724.7659,446038.4666,434663.0569,434663.0569,619.2613338,619.2613338,619.2613338,619.2613338,619.2613338,619.2613338,0,0,0,435282.3182
01-04-2018,435851.9168,419467.3856,441430.1593,435851.9168,435851.9168,-5371.685249,-5371.685249,-5371.685249,-5371.685249,-5371.685249,-5371.685249,0,0,0,430480.2316
01-05-2018,437002.4265,438239.7378,460384.1366,437002.4265,437002.4265,11997.35571,11997.35571,11997.35571,11997.35571,11997.35571,11997.35571,0,0,0,448999.7822
01-06-2018,438191.2864,429088.5849,450698.1395,438191.2864,438191.2864,2693.455328,2693.455328,2693.455328,2693.455328,2693.455328,2693.455328,0,0,0,440884.7418
01-07-2018,439341.7961,431736.3644,452332.5758,439341.7961,439341.7961,2531.615663,2531.615663,2531.615663,2531.615663,2531.615663,2531.615663,0,0,0,441873.4117
01-08-2018,440530.656,439484.0462,460768.5938,440530.656,440530.656,9370.163959,9370.163959,9370.163959,9370.163959,9370.163959,9370.163959,0,0,0,449900.82
01-09-2018,441719.516,417697.3109,438740.7902,441719.516,441719.516,-13405.615,-13405.615,-13405.615,-13405.615,-13405.615,-13405.615,0,0,0,428313.901
01-10-2018,442870.0256,426413.5472,448100.7316,442870.0256,442870.0256,-5325.441963,-5325.441963,-5325.441963,-5325.441963,-5325.441963,-5325.441963,0,0,0,437544.5837
01-11-2018,444058.8856,434701.7695,455357.7632,444058.8856,444058.8856,541.0386953,541.0386953,541.0386953,541.0386953,541.0386953,541.0386953,0,0,0,444599.9243
01-12-2018,445209.3952,483531.696,505166.0736,445209.3952,445209.3952,49413.16961,49413.16961,49413.16961,49413.16961,49413.16961,49413.16961,0,0,0,494622.5648
01-01-2019,446398.2552,403013.7463,424405.7324,446398.2552,446398.2552,-32060.92084,-32060.92084,-32060.92084,-32060.92084,-32060.92084,-32060.92084,0,0,0,414337.3343
01-02-2019,447587.1151,404621.9053,426241.2341,447587.1151,447587.1151,-32645.18796,-32645.18796,-32645.18796,-32645.18796,-32645.18796,-32645.18796,0,0,0,414941.9272
01-03-2019,448660.9241,437352.2062,457906.9412,448660.9241,448660.9241,-1132.763188,-1132.763188,-1132.763188,-1132.763188,-1132.763188,-1132.763188,0,0,0,447528.161
01-04-2019,449849.7841,432971.8405,454104.7786,449849.7841,449849.7841,-6198.983224,-6198.983224,-6198.983224,-6198.983224,-6198.983224,-6198.983224,0,0,0,443650.8009
01-05-2019,451000.2937,452657.5204,474525.4764,451000.2937,451000.2937,12390.11104,12390.11104,12390.11104,12390.11104,12390.11104,12390.11104,0,0,0,463390.4048
01-06-2019,452189.1537,443711.6583,465157.6804,452189.1537,452189.1537,2553.875771,2553.875771,2553.875771,2553.875771,2553.875771,2553.875771,0,0,0,454743.0295
01-07-2019,453339.6633,445017.5122,468179.5066,453339.6633,453339.6633,3353.818349,3353.818349,3353.818349,3353.818349,3353.818349,3353.818349,0,0,0,456693.4817
01-08-2019,454528.5233,454588.3441,475690.0626,454528.5233,454528.5233,10240.50698,10240.50698,10240.50698,10240.50698,10240.50698,10240.50698,0,0,0,464769.0303
01-09-2019,455717.3833,429952.8474,451729.4354,455717.3833,455717.3833,-14353.81543,-14353.81543,-14353.81543,-14353.81543,-14353.81543,-14353.81543,0,0,0,441363.5678
02-09-2019,455755.7336,434547.4353,456079.0861,455755.7336,455755.7336,-10698.99822,-10698.99822,-10698.99822,-10698.99822,-10698.99822,-10698.99822,0,0,0,445056.7354
03-09-2019,455794.0839,437203.8052,458783.3834,455794.0839,455794.0839,-7450.96988,-7450.96988,-7450.96988,-7450.96988,-7450.96988,-7450.96988,0,0,0,448343.114
04-09-2019,455832.4342,440814.7459,462185.8474,455832.4342,455832.4342,-4667.114864,-4667.114864,-4667.114864,-4667.114864,-4667.114864,-4667.114864,0,0,0,451165.3194
05-09-2019,455870.7845,442773.8919,464432.1766,455870.7845,455870.7845,-2390.550597,-2390.550597,-2390.550597,-2390.550597,-2390.550597,-2390.550597,0,0,0,453480.234
06-09-2019,455909.1349,444723.4051,466262.0997,455909.1349,455909.1349,-649.2342395,-649.2342395,-649.2342395,-649.2342395,-649.2342395,-649.2342395,0,0,0,455259.9006
07-09-2019,455947.4852,445506.0179,466591.1194,455947.4852,455947.4852,544.5075729,544.5075729,544.5075729,544.5075729,544.5075729,544.5075729,0,0,0,456491.9928
08-09-2019,455985.8355,446554.1213,468021.5308,455985.8355,455985.8355,1194.017164,1194.017164,1194.017164,1194.017164,1194.017164,1194.017164,0,0,0,457179.8527
09-09-2019,456024.1858,446731.6281,468003.7347,456024.1858,456024.1858,1317.915621,1317.915621,1317.915621,1317.915621,1317.915621,1317.915621,0,0,0,457342.1015
10-09-2019,456062.5362,445885.751,468975.4857,456062.5362,456062.5362,949.2990012,949.2990012,949.2990012,949.2990012,949.2990012,949.2990012,0,0,0,457011.8352
11-09-2019,456100.8865,445168.476,467345.9429,456100.8865,456100.8865,134.5473048,134.5473048,134.5473048,134.5473048,134.5473048,134.5473048,0,0,0,456235.4338
12-09-2019,456139.2368,444208.5646,465809.0314,456139.2368,456139.2368,-1068.216887,-1068.216887,-1068.216887,-1068.216887,-1068.216887,-1068.216887,0,0,0,455071.0199
13-09-2019,456177.5871,443725.0648,463290.4443,456177.5871,456177.5871,-2590.973813,-2590.973813,-2590.973813,-2590.973813,-2590.973813,-2590.973813,0,0,0,453586.6133
14-09-2019,456215.9374,441002.9849,462068.635,456215.9374,456215.9374,-4357.901609,-4357.901609,-4357.901609,-4357.901609,-4357.901609,-4357.901609,0,0,0,451858.0358
15-09-2019,456254.2878,439826.9789,460275.3743,456254.2878,456254.2878,-6287.660224,-6287.660224,-6287.660224,-6287.660224,-6287.660224,-6287.660224,0,0,0,449966.6275
16-09-2019,456292.6381,437367.8999,457803.8138,456292.6381,456292.6381,-8295.798642,-8295.798642,-8295.798642,-8295.798642,-8295.798642,-8295.798642,0,0,0,447996.8394
17-09-2019,456330.9884,435397.5544,456959.8075,456330.9884,456330.9884,-10297.217,-10297.217,-10297.217,-10297.217,-10297.217,-10297.217,0,0,0,446033.7714
18-09-2019,456369.3387,432612.9406,454745.6947,456369.3387,456369.3387,-12208.61431,-12208.61431,-12208.61431,-12208.61431,-12208.61431,-12208.61431,0,0,0,444160.7244
19-09-2019,456407.689,431126.8024,453258.4084,456407.689,456407.689,-13950.85355,-13950.85355,-13950.85355,-13950.85355,-13950.85355,-13950.85355,0,0,0,442456.8355
20-09-2019,456446.0394,430400.2341,452343.3816,456446.0394,456446.0394,-15451.17879,-15451.17879,-15451.17879,-15451.17879,-15451.17879,-15451.17879,0,0,0,440994.8606
21-09-2019,456484.3897,429331.3817,450932.9024,456484.3897,456484.3897,-16645.22384,-16645.22384,-16645.22384,-16645.22384,-16645.22384,-16645.22384,0,0,0,439839.1658
22-09-2019,456522.74,427577.0047,449818.4906,456522.74,456522.74,-17478.75836,-17478.75836,-17478.75836,-17478.75836,-17478.75836,-17478.75836,0,0,0,439043.9817
23-09-2019,456561.0903,427870.9929,449351.8352,456561.0903,456561.0903,-17909.12506,-17909.12506,-17909.12506,-17909.12506,-17909.12506,-17909.12506,0,0,0,438651.9653
24-09-2019,456599.4407,428616.2229,449488.0677,456599.4407,456599.4407,-17906.33116,-17906.33116,-17906.33116,-17906.33116,-17906.33116,-17906.33116,0,0,0,438693.1095
25-09-2019,456637.791,427898.3537,450733.4683,456637.791,456637.791,-17453.76677,-17453.76677,-17453.76677,-17453.76677,-17453.76677,-17453.76677,0,0,0,439184.0242
26-09-2019,456676.1413,429403.279,450231.4887,456676.1413,456676.1413,-16548.53426,-16548.53426,-16548.53426,-16548.53426,-16548.53426,-16548.53426,0,0,0,440127.607
27-09-2019,456714.4916,431013.202,452756.7646,456714.4916,456714.4916,-15201.38318,-15201.38318,-15201.38318,-15201.38318,-15201.38318,-15201.38318,0,0,0,441513.1084
28-09-2019,456752.8419,432322.7515,453943.6576,456752.8419,456752.8419,-13436.25698,-13436.25698,-13436.25698,-13436.25698,-13436.25698,-13436.25698,0,0,0,443316.585
29-09-2019,456791.1923,434575.3898,456650.0565,456791.1923,456791.1923,-11289.46826,-11289.46826,-11289.46826,-11289.46826,-11289.46826,-11289.46826,0,0,0,445501.724
30-09-2019,456829.5426,436842.7853,459290.0436,456829.5426,456829.5426,-8808.529794,-8808.529794,-8808.529794,-8808.529794,-8808.529794,-8808.529794,0,0,0,448021.0128
01-10-2019,456867.8929,440761.8953,461771.2617,456867.8929,456867.8929,-6050.677931,-6050.677931,-6050.677931,-6050.677931,-6050.677931,-6050.677931,0,0,0,450817.215
